	Unnamed: 0	SentenceId	Clause Text	Codes	ExperimentValues	ExternalRef	Paragraph	Headings	FloatingBox?	Discourse Type	Offset_Begin	Offset_End	Discourse Label	fig_spans
73	73	s43	"to answer these questions and to test the current models for how N-WASP is activated by Cdc42 and PI ( 4,5 ) P2 ."	[]			p8	Introduction	FALSE	-	9068	9176	implication	
74	74	s44	This activation reaction will hopefully shed light on the regulation of WASp family members in general .	[]			p8	Introduction	FALSE	-	9177	9280	hypothesis	
75	75	s45	Materials and Methods	[header-0]			title9	Materials and Methods	FALSE	-	9281	9302	none	
76	76	s46	Antibodies	[header-1]			title10	Materials and Methods	FALSE	-	9303	9313	none	
77	77	s47	Arp2/3 complex was detected	[]			p11	Materials and Methods	FALSE	-	9314	9341	fact	
78	78	s47	"using a polyclonal antiserum against Arp2 or by using affinity-purified anti-Arp3 or anti-ARC34 antibodies provided by M. Welch ( University of California , Berkeley , Berkeley , CA ) ."	[]			p11	Materials and Methods	FALSE	-	9342	9521	result	
79	79	s48	The affinity-purified anti-N-WASP antibody has been described previously	[]			p11	Materials and Methods	FALSE	-	9522	9595	result	
80	80	s48	exLink ) .	[exLink]			p11	Materials and Methods	FALSE	-	9596	9617	result	
81	81	s49	"The anti-pentaHis ( QIAGEN ) , anti-GST ( Amersham Pharmacia Biotech ) , anti-Cdc42 ( Santa Cruz Biotechnology , Inc. ) , and the antiactin ( Amersham Pharmacia Biotech ) antibodies were purchased ."	[]			p11	Materials and Methods	FALSE	-	9618	9803	result	
82	82	s50	Protein Expression and Purification	[header-1]			title12	Materials and Methods	FALSE	-	9804	9839	none	
83	83	s51	All N-WASP fragments and mutants were made by PCR	[]			p13	Materials and Methods	FALSE	-	9840	9889	none	
84	84	s51	using bovine N-WASP cDNA as the template and were confirmed by sequencing .	[]			p13	Materials and Methods	FALSE	-	9890	9964	none	
85	85	s52	"The wild-type , full-length N-WASP used in this study ( both GST-tagged and untagged ) was the rat version ."	[]			p13	Materials and Methods	FALSE	-	9965	10069	result	
86	86	s53	To construct templates for in vitro translation	[]			p14	Materials and Methods	FALSE	-	10070	10117	none	
87	87	s53	"WGP ( amino acids 1-396 ) , WG ( amino acids 1-277 ) , WH1 ( amino acids 1-158 ) , and the G-protein binding region ( GBR ; amino acids 151-277 ) were subcloned into the pCS2 + MT vector containing six copies of the Myc epitope located NH2-terminal to the cloning sites ."	[]			p14	Materials and Methods	FALSE	-	10118	10377	result	
88	88	s54	The in vitro translation of 35S-labeled proteins was performed	[]			p14	Materials and Methods	FALSE	-	10378	10440	result	
89	89	s54	using the TNT-coupled ( transcription/translation ) rabbit reticulocyte lysate system ( Promega ) and [ 35S ] methionine ( NEN Life Science Products ) .	[]			p14	Materials and Methods	FALSE	-	10441	10583	goal	
90	90	s55	"For production of recombinant proteins in Sf9 cells , baculoviruses were constructed and used for infections according to the Bac-to-Bac baculovirus expression system ( GIBCO BRL ) ."	[]			p15	Materials and Methods	FALSE	-	10584	10762	fact	
91	91	s56	"WGP and WG ( without the Myc epitopes ) were transferred from pCS2+ into the pFastBacHT vector ( GIBCO BRL ) ,"	[]			p15	Materials and Methods	FALSE	-	10763	10868	method	
92	92	s56	which contains a hexahistidine tag located NH2 - terminal to the cloning sites .	[]			p15	Materials and Methods	FALSE	-	10869	10947	hypothesis	
93	93	s57	"After expression , HT-WG and HT-WGP proteins were purified by Ni-NTA ( QIAGEN ) affinity chromatography ."	[]			p15	Materials and Methods	FALSE	-	10948	11049	result	
94	94	s58	"GST fusions of wild-type N-WASP , ( DeltaWH1 ) N-WASP ( residues 151-505 ) and ( DeltaB ) N-WASP ( Delta residues 186-195 ) were generated by"	[]			p15	Materials and Methods	FALSE	-	11050	11180	method	
95	95	s58	subcloning the inserts into a modified pFastBacHT vector carrying the sequence encoding GST inserted ( in-frame ) COOH-terminal to the hexahistidine tag and NH2-terminal to the cloning sites .	[]			p15	Materials and Methods	FALSE	-	11181	11370	result	
96	96	s59	These proteins ( tagged at their NH2 termini with a hexahistidine tag followed by a GST tag ) were purified on a Ni-NTA or glutathione Sepharose affinity column followed by a Mono Q column ( Amersham Pharmacia Biotech ) .	[]			p15	Materials and Methods	FALSE	-	11371	11587	result	
97	97	s60	"For production of purified recombinant proteins in Escherichia coli , VCA ( amino acids 392-505 ) , VCA ( Deltacol ) ( Delta residues 477-480 ) , V ( amino acids 392-449 ) , VC ( amino acids 392-485 ) , CA ( amino acids 450-505 ) , GBR ( amino acids 151-277 ) , GBR2 ( amino acids 201-277 ) , GBR3 ( Delta residues 186-200 ) , and GBR4 ( with K186D , K189D , K192D , and K195D ) were fused to GST at their NH2 termini by cloning them into a pGEX vector ( Amersham Pharmacia Biotech ) and affinity-purified on glutathione Sepharose beads as described previously ( exLink ) ."	[exLink]			p16	Materials and Methods	FALSE	-	11588	12132	result	
98	98	s61	"Purification of untagged full-length rat N-WASP ( which was produced in Sf9 cells ) , Cdc42"	[]			p17	Materials and Methods	FALSE	-	12133	12222	result	
99	99	s61	"which was produced as a GST fusion and subsequently cleaved with thrombin to remove the GST tag ) , and Arp2/3 complex from bovine brain extracts has been described previously ( exLink ) ."	[exLink]			p17	Materials and Methods	FALSE	-	12223	12419	result	
100	100	s62	"In the purified assay system , no difference was observed between prenylated ( purified from Sf9 cell membranes ) and nonprenylated ( purified from E. coli ) Cdc42 ."	[]			p17	Materials and Methods	FALSE	-	12420	12579	fact	
101	101	s63	"In some preparations of Arp2/3 complex , the Arp3 subunit appeared"	[]			p17	Materials and Methods	FALSE	-	12580	12645	fact	
102	102	s63	"as a doublet ( presumably because of partial proteolysis ; see Fig. 2 c ) , an occurrence that did not affect the specific activity of the preparation either with respect to actin polymerization or VCA affinity ."	[inLink]	f2c		p17	Materials and Methods	FALSE	-	12646	12853	result	
103	103	s64	Protein concentrations were determined by the Bradford assay ( Bio-Rad Laboratories ) or by	[]			p18	Materials and Methods	FALSE	-	12854	12943	goal	
104	104	s64	scanning densitometry of Gelcode blue-stained gels ( Pierce Chemical Co. ) using BSA as a standard in both cases .	[]			p18	Materials and Methods	FALSE	-	12944	13055	goal	
105	105	s65	Hydrodynamic Measurements of Rat N-WASP	[header-1]			title19	Materials and Methods	FALSE	-	13056	13095	fact	
106	106	s66	"Analytical ultracentrifugation experiments were carried out at 4degreesC in 20 mM Hepes , pH 7.6 , 100 mM KCl , 1 mM DTT in a Beckman Optima XL-A analytical ultracentrifuge ."	[]			p20	Materials and Methods	FALSE	-	13096	13266	hypothesis	
107	107	s67	"Sedimentation equilibrium experiments were performed at 20,000 rpm"	[]			p20	Materials and Methods	FALSE	-	13267	13333	method	
108	108	s67	"sedimentation velocity experiments were performed at 40,000 rpm ."	[]			p20	Materials and Methods	FALSE	-	13334	13399	method	
109	109	s68	Data collection and analysis were carried out	[]			p20	Materials and Methods	FALSE	-	13400	13445	method	
110	110	s68	using the Optima XL-A data analysis software and Microcal Origin .	[]			p20	Materials and Methods	FALSE	-	13446	13511	method	
111	111	s69	The partial specific volume of 0.713 cm3/g for rat N-WASP was estimated from the amino acid content .	[]			p20	Materials and Methods	FALSE	-	13512	13612	result	
112	112	s70	"Gel filtration chromatography was performed on a Superdex 200 PC column ( Amersham Phamacia Biotech ) at 4degreesC using a Superdex200 column equilibrated in 20 mM Hepes , pH 7.6 , 100 mM KCl , 1 mM DTT ."	[]			p21	Materials and Methods	FALSE	-	13613	13811	hypothesis	
113	113	s71	"To determine the diffusion coefficient ( D ) of rat N-WASP , standard curves were generated by"	[]			p21	Materials and Methods	FALSE	-	13812	13903	method	
114	114	s71	"plotting elution volume versus 1/D , using the following protein standards ( Amersham Pharmacia Biotech ) : ferritin , catalase , aldolase , BSA , and chymotrypsinogen A ."	[]			p21	Materials and Methods	FALSE	-	13904	14066	result	
115	115	s72	Binding Assays Using 35S-labeled Proteins Produced in Reticulocyte Lysate	[header-1]			title22	Materials and Methods	FALSE	-	14067	14140	goal	
116	116	s73	"For GST pull-down assays , 5 mug of each GST fusion protein immobilized on 5 mul of glutathione-Sepharose beads was added to a 50-mul reaction containing XB buffer ( 20 mM Hepes , pH 7.7 , 100 mM KCl , 1 mM MgCl2 , 0.1 mM EDTA ) , 1 mM DTT , 0.5 mg/ml chicken egg albumin as a carrier , and 10 mul of the [ 35S ] methionine-labeled target protein ."	[]			p23	Materials and Methods	FALSE	-	14141	14475	hypothesis	
117	117	s74	"After rotating at 4degreesC for 1 h , the beads were washed once with XB , 0.5 M KCl , 1 mM DTT , 0.1 % Tween 20"	[]			p23	Materials and Methods	FALSE	-	14476	14584	hypothesis	
118	118	s74	"high salt wash ) , once with XB , 1 mM DTT , 0.5 % Tween 20 ( high detergent wash ) , and once with XB , 1 mM DTT , and 0.1 % Tween 20 ( low salt wash ) ."	[]			p23	Materials and Methods	FALSE	-	14585	14725	hypothesis	
119	119	s75	Proteins bound to the beads were eluted with SDS sample buffer and analyzed by SDS-PAGE .	[]			p23	Materials and Methods	FALSE	-	14726	14814	goal	
120	120	s76	The labeled proteins were visualized using a PhosphorImager ( Bio-Rad Laboratories ) and quantitated	[]			p23	Materials and Methods	FALSE	-	14815	14913	goal	
121	121	s76	using Quantity One software ( Bio-Rad Laboratories ) .	[]			p23	Materials and Methods	FALSE	-	14914	14965	goal	
122	122	s77	Binding	[header-1]			title24	Materials and Methods	FALSE	-	14966	14973	none	
123	123	s77	Assays Using Purified Proteins	[header-1]			title24	Materials and Methods	FALSE	-	14974	15004	goal	
124	124	s78	"For Arp2/3 interaction assays , the GST-tagged protein ( VCA , CA , or N-WASP ) was incubated with the indicated concentrations of the other components"	[]			p25	Materials and Methods	FALSE	-	15005	15152	result	
125	125	s78	"see Fig. 2 ) in 30 mul of XB plus 1 mM DTT , 0.02 % Tween 20 , 0.2 mM ATP , and 0.5 mg/ml chicken egg albumin ( binding buffer ) ."	[inLink]	f2		p25	Materials and Methods	FALSE	-	15153	15275	hypothesis	
126	126	s79	"After a 1-h incubation in solution at room temperature , 5 mul of glutathione-Sepharose beads was added to each reaction and"	[]			p25	Materials and Methods	FALSE	-	15276	15399	method	
127	127	s79	the GST-fused protein was captured by gently rocking this slurry at 4degreesC for an additional hour .	[]			p25	Materials and Methods	FALSE	-	15400	15501	hypothesis	
128	128	s80	"The beads were collected by centrifugation and washed three times with 500 mul of XB plus 0.2 mM ATP , 1 mM DTT , and 0.02 % Tween 20 ( wash buffer ) ."	[]			p25	Materials and Methods	FALSE	-	15502	15647	hypothesis	
129	129	s81	The proteins	[]			p25	Materials and Methods	FALSE	-	15648	15660	hypothesis	
130	130	s81	"that remained bound to the beads were eluted with SDS sample buffer , fractionated by SDS-PAGE , and identified by immunoblotting ."	[]			p25	Materials and Methods	FALSE	-	15661	15789	method	
131	131	s82	"The G-actin binding assays were performed in the same manner ,"	[]			p25	Materials and Methods	FALSE	-	15790	15851	method	
132	132	s82	except that the binding and wash buffers contained 0.5x XB .	[]			p25	Materials and Methods	FALSE	-	15852	15911	result	
133	133	s83	"To test the interaction of full-length , untagged N-WASP with Arp2/3 complex ( see Fig. 2 e )"	[inLink]	f2e		p25	Materials and Methods	FALSE	-	15912	16002	result	
134	134	s83	"5 mul of glutathione-Sepharose beads coated with 5 mug of GST-Cdc42 were added to 40 mul of binding buffer containing Arp2/3 complex ( 1 muM ) and the indicated concentrations of N-WASP and PI ( 4,5 ) P2 vesicles ."	[]			p25	Materials and Methods	FALSE	-	16003	16211	result	
135	135	s84	Lipids	[header-1]			title26	Materials and Methods	FALSE	-	16212	16218	none	
136	136	s85	The preparation of synthetic liposomes used for pyrene actin assays has been described previously	[]			p27	Materials and Methods	FALSE	-	16219	16317	none	
137	137	s85	exLink ) .	[exLink]			p27	Materials and Methods	FALSE	-	16318	16339	result	
138	138	s86	To make the [ 3H ] phosphatidylcholine-labeled vesicles used in lipid binding experiments	[]			p27	Materials and Methods	FALSE	-	16340	16426	method	
139	139	s86	"dried lipid mixtures ( containing either PI ( 4,5 ) P2 [ 30 % ] and PC [ 70 % ] or PI [ 30 % ] and PC [ 70 % ] ) were resuspended in 30 mM Hepes , pH 7.0 , 100 mM NaCl , 1 mM EDTA , and 0.02 % NP-40 ( HNE-NP-40 ) and sonicated to clarity ."	[]			p27	Materials and Methods	FALSE	-	16427	16641	hypothesis	
140	140	s87	GST fusion proteins immobilized on glutathione-Sepharose beads ( 5 mug protein : 5 mul packed beads ) were mixed with	[]			p27	Materials and Methods	FALSE	-	16642	16756	method	
141	141	s87	[ 3H ] phosphatidylcholine-labeled lipid vesicles ( 0.32 mM total lipid ) in HNE-NP-40 in a total reaction volume of 50 mul .	[]			p27	Materials and Methods	FALSE	-	16757	16876	hypothesis	
142	142	s88	"After a 1-h incubation with rotation at room temperature , the beads were collected by centrifugation , washed twice with HNE-NP-40 buffer , and subjected to liquid scintillation counting ."	[]			p27	Materials and Methods	FALSE	-	16877	17062	method	
143	143	s89	Xenopus Extracts and Immunodepletions	[header-1]			title28	Materials and Methods	FALSE	-	17063	17100	result	
144	144	s90	The preparation of high speed supernatant ( HSS ) from Xenopus egg extracts and the immunodepletion of N-WASP from these extracts have been described previously ( exLink ; exLink ) .	[exLink]			p29	Materials and Methods	FALSE	-	17101	17299	result	
145	145	s91	Actin Polymerization Assays	[header-1]			title30	Materials and Methods	FALSE	-	17300	17327	none	
146	146	s92	"In Xenopus HSS , pyrene-labeled actin ( 2 muM ) was added"	[]			p31	Materials and Methods	FALSE	-	17328	17382	method	
147	147	s92	to follow actin polymerization as described previously ( exLink ) .	[exLink]			p31	Materials and Methods	FALSE	-	17383	17456	result	
148	148	s93	After	[]			p31	Materials and Methods	FALSE	-	17457	17462	result	
149	149	s93	"ensuring that the mixture achieved a stable baseline , polymerization was initiated by the addition of vesicles containing 10:45 : 45 PI ( 4,5 ) P2/phosphatidylinositol ( PI ) /phosphatidylcholine ( PC ; 100 muM total lipid ) ."	[]			p31	Materials and Methods	FALSE	-	17463	17676	implication	
150	150	s94	"To follow actin polymerization using purified components ,"	[]			p32	Materials and Methods	FALSE	-	17677	17734	result	
151	151	s94	"pyrene G-actin or unlabeled G-actin was isolated by incubating freshly thawed proteins in G buffer ( 5 mM Tris-HCl , pH 8.0 , 0.2 mM CaCl2 , 0.2 mM ATP , 0.2 mM DTT ) for ~10 h at 4degreesC , and then removing residual filamentous actin by centrifugation at 400,000 g for 1 h ."	[]			p32	Materials and Methods	FALSE	-	17735	18004	hypothesis	
152	152	s95	"Polymerization reactions contained 1.0 muM of unlabeled actin , 0.3 muM pyrene actin ( 50 % labeled ) , and 0.2 mM ATP and various proteins at the indicated concentrations in 80 mul of XB buffer ."	[]			p32	Materials and Methods	FALSE	-	18005	18195	hypothesis	
153	153	s96	All reaction components except actin were first mixed together in XB buffer .	[]			p32	Materials and Methods	FALSE	-	18196	18272	hypothesis	
154	154	s97	The reaction was started by adding a mixture of actin and pyrene actin	[]			p32	Materials and Methods	FALSE	-	18273	18343	hypothesis	
155	155	s97	and the fluorescence changes were measured in a fluorometer .	[]			p32	Materials and Methods	FALSE	-	18344	18405	hypothesis	
156	156	s98	"In all the curves shown in the figures , polymerization was initiated at time = 0 ;"	[]			p32	Materials and Methods	FALSE	-	18406	18487	fact	
157	157	s98	the curves are shifted along the abscissa to account for the delay time between the addition of actin and the first fluorescence reading .	[]			p32	Materials and Methods	FALSE	-	18488	18625	fact	
158	158	s99	Data Analysis	[header-1]			title33	Materials and Methods	FALSE	-	18626	18639	goal	
159	159	s100	Kinetic analyses were performed	[]			p34	Materials and Methods	FALSE	-	18640	18671	hypothesis	
160	160	s100	using either the software provided with the fluorescence spectrometer ( SLM-Aminco ) or using MicroCal Origin .	[]			p34	Materials and Methods	FALSE	-	18672	18780	method	
161	161	s101	Maximum polymerization rates were calculated from the raw polymerization curves by	[]			p34	Materials and Methods	FALSE	-	18781	18863	method	
162	162	s101	performing a linear regression on the elongation phase of the actin assembly curve or by calculating the slope of the line tangent to the inflection point .	[]			p34	Materials and Methods	FALSE	-	18864	19019	result	
163	163	s102	"In all the curves shown in the figures , solid lines are drawn through all the data points collected"	[]			p34	Materials and Methods	FALSE	-	19020	19119	method	
164	164	s102	a symbol is only placed on every few points for clarity .	[]			p34	Materials and Methods	FALSE	-	19120	19177	method	
