	Unnamed: 0	SentenceId	Clause Text	Codes	ExperimentValues	ExternalRef	Paragraph	Headings	FloatingBox?	Discourse Type	Offset_Begin	Offset_End	Discourse Label	fig_spans
102	102	s72	"containing 7.5 muM pefabloc SC , 7.5 ng/ml leupeptin , 3.75 muM o-phenanthroline , and 37.5 ng/ml pepstatin ."	[]			p21	Materials and Methods	FALSE	-	11956	12061	method	
103	103	s73	To reduce proteolysis in the coimmunoprecipitation experiments	[]			p21	Materials and Methods	FALSE	-	12062	12124	goal	
104	104	s73	only the protease A-deficient BJ3505 vacuoles were analyzed .	[]			p21	Materials and Methods	FALSE	-	12125	12186	method	
105	105	s74	One unit of fusion activity is defined as 1 mumol p-nitrophenol phosphate hydrolyzed per minute and milligram of BJ3505 .	[]			p21	Materials and Methods	FALSE	-	12187	12307	method	
106	106	s75	Results	[header-0]			title22	Results	FALSE	-	12308	12315	none	
107	107	s76	Identification of Vti1p and Ykt6p as Part of the Vacuolar SNARE Complex	[header-1]			title23	Results	FALSE	-	12316	12387	implication	f1b|f1a
108	108	s77	To identify proteins that interact with the vacuolar t-SNARE Vam3p	[]			p24	Results	FALSE	-	12388	12454	goal	f1b|f1a
109	109	s77	a detergent extract of vacuoles was incubated with immobilized affinity-purified antibodies to Vam3p or with a control IgG resin .	[]			p24	Results	FALSE	-	12455	12585	method	f1b|f1a
110	110	s78	Retained proteins were eluted from each column and analyzed by SDS-PAGE and immunoblotting ( Fig. 1 A ) or Coomassie staining ( Fig. 1 B ) .	[inLink]	f1a|f1b		p24	Results	FALSE	-	12586	12721	method	f1b|f1a
111	111	s79	Vam3p was solubilized completely under the experimental conditions and was retained specifically on the anti-Vam3p-affinity column	[]			p24	Results	FALSE	-	12722	12853	method	f1b|f1a
112	112	s79	compare flow through and eluate in Fig. 1 A ) .	[inLink]	f1a		p24	Results	FALSE	-	12854	12899	method	f1b|f1a
113	113	s80	The Coomassie-stained protein bands ( Fig. 1 B ) were identified by peptide mapping by MALDI mass spectrometry combined with sequence database	[inLink]	f1b		p24	Results	FALSE	-	12900	13040	method	f1b|f1c|f1a|f1d
114	114	s80	searching ( exLink ) .	[exLink]			p24	Results	FALSE	-	13041	13073	method	f1b|f1c|f1a|f1d
115	115	s81	"In addition to Vam3p , Vam7p , and Sec17p , two additional SNARE proteins were specifically eluted from the anti-Vam3p column and identified by MALDI mass spectrometry :"	[]			p24	Results	FALSE	-	13074	13239	result	f1b|f1c|f1a|f1d
116	116	s81	"Vti1p ( Fig. 1 C ; exLink ) , an essential v-SNARE implicated in Golgi to vacuole trafficking , and Ykt6p ( Fig. 1 D ) , a v-SNARE previously implicated in trafficking through the Golgi ( exLink ; exLink ) ."	"[inLink, exLink]"	f1c|f1d		p24	Results	FALSE	-	13240	13487	result	f1b|f1c|f1a|f1d
117	117	s82	"The vacuole cis-SNARE complex is neither SDS resistant nor as stable as the exocytic complex in neurons ( exLink , exLink ; exLink ) ."	[exLink]			p24	Results	FALSE	-	13488	13640	fact	f1c|f2a|f1d
118	118	s83	"Thus , washing the column in high salt removed a substantial amount of Nyv1p ,"	[]			p24	Results	FALSE	-	13641	13717	implication	f1c|f2a|f1d
119	119	s83	though its presence in the cis-SNARE complex was confirmed by immunoblotting ( data not shown ) .	[]			p24	Results	FALSE	-	13718	13812	result	f1c|f2a|f1d
120	120	s84	"Both Vti1p and Ykt6p were found in substoichiometric amounts , consistent with their association to Vam3p being salt-sensitive ( data not shown ) ."	[]			p24	Results	FALSE	-	13813	13956	result	f1c|f2a|f1d
121	121	s85	"Because of the lability of this cis-SNARE complex during immunoisolation , we can not be sure that we have identified all its constituents , and"	[]			p24	Results	FALSE	-	13957	14098	problem	f1c|f2a|f1d
122	122	s85	the isolation of functional cis-SNARE complex for analysis in a reconstituted fusion assay ( exLink ) may reveal additional components .	[exLink]			p24	Results	FALSE	-	14099	14248	hypothesis	f1c|f2a|f1d
123	123	s86	Though Vti1p was found previously in a complex with Vam3p ( exLink )	[exLink]			p25	Results	FALSE	-	14249	14330	result	f1c|f2a|f1d
124	124	s86	Ykt6p has so far only been described as a Golgi-specific SNARE ( exLink ; exLink ; exLink ) .	[exLink]			p25	Results	FALSE	-	14331	14461	result	f1c|f2a|f1d
125	125	s87	We therefore used coimmunoprecipitation	[]			p25	Results	FALSE	-	14462	14501	method	f1c|f2a|f1d
126	126	s87	to test whether antibodies to each protein would immunoprecipitate the vacuolar cis-SNARE complex in a manner similar to antibodies to Vam3p .	[]			p25	Results	FALSE	-	14502	14643	goal	f1c|f2a|f1d
127	127	s88	"This was indeed the case ( Fig. 2 A , lanes 1 , 3 , and 5 ) ."	[inLink]	f2a		p25	Results	FALSE	-	14644	14699	result	f2a
128	128	s89	"Upon ATP/Sec18p/Sec17p-dependent priming , the cis-SNARE complex disassembled ( lanes 2 , 4 , and 6 ) and cross-immunoprecipitation was lost ."	[]			p25	Results	FALSE	-	14700	14836	result	f2b|f2a
129	129	s90	"While each of the three antibodies immunoprecipitated a disproportionate amount of its cognate protein , reflecting partial SNARE complex disassembly or in vitro lability"	[]			p25	Results	FALSE	-	14837	15006	result	f2b|f2a
130	130	s90	"each also precipitated the other SNARE complex components ( Nyv1p , Vam7p , and Sec17p ) in a similar proportion ."	[]			p25	Results	FALSE	-	15007	15117	result	f2b|f2a
131	131	s91	The composition of the SNARE complex was also examined by an independent approach .	[]			p25	Results	FALSE	-	15118	15200	result	f2b|f2a
132	132	s92	"All members of the SNARE complex cosediment in a glycerol velocity gradient , suggesting"	[]			p25	Results	FALSE	-	15201	15288	result	f2b|f2a
133	133	s92	that they are largely in a complex with each other ( Fig. 2 B ) .	[inLink]	f2b		p25	Results	FALSE	-	15289	15351	implication	f2b|f2a
134	134	s93	"Vti1p and Ykt6p do not completely copurify with Vam3p , in agreement with their role in other trafficking reactions ( Fig. 2 C ; exLink ; exLink ) ."	"[inLink, exLink]"	f2c		p25	Results	FALSE	-	15352	15535	result	f2c
135	135	s94	They are both present in a complex with Vam3p on the vacuole membrane and behave similarly to previously identified members of the vacuolar SNARE complex .	[]			p25	Results	FALSE	-	15536	15690	result	f2c
136	136	s95	The localization of Vti1p and Ykt6p to the vacuole does not depend on previously characterized members of the SNARE complex ( Fig. 2 C ) .	[inLink]	f2c		p25	Results	FALSE	-	15691	15826	result	f2c
137	137	s96	"To determine directly whether Vti1p , Nyv1p , and Ykt6p are in the same SNARE complex with each other and with the other SNAREs"	[]			p26	Results	FALSE	-	15827	15952	goal	f2c|f3
138	138	s96	successive immunoprecipitations were performed ( Fig. 3 ) .	[inLink]	f3		p26	Results	FALSE	-	15953	16010	method	f2c|f3
139	139	s97	"The same SNAREs were recovered in immunoprecipitates with antibodies to Vam3p ( Fig. 3 , lane 1 ) , Vti1p ( lane 2 ) , Ykt6p ( lane 4 ) , or Nyv1p ( lane 7 ) ."	[inLink]	f3		p26	Results	FALSE	-	16011	16157	result	f3
140	140	s98	Some Ykt6p remained in the supernatant after immunoprecipitation with antibody to Vti1p	[]			p26	Results	FALSE	-	16158	16245	result	f3
141	141	s98	but it was not in complex with Vam3p or Vam7p ( lane 3 ) .	[]			p26	Results	FALSE	-	16246	16302	result	f3
142	142	s99	"Similarly , some Vti1p remained in the supernatant after immunoprecipitation with antibody to Ykt6p"	[]			p26	Results	FALSE	-	16303	16401	result	f3
143	143	s99	but it was not in complex with Vam3p or Vam7p ( lane 5 ) .	[]			p26	Results	FALSE	-	16402	16458	result	f3
144	144	s100	"Immunoprecipitation with antibody to Nyv1p ( lane 6 ) removed almost all the Ykt6p , leaving only a small amount that"	[]			p26	Results	FALSE	-	16459	16573	result	f3
145	145	s100	is not in complex with other SNAREs ( lane 7 ) .	[]			p26	Results	FALSE	-	16574	16619	result	f3
146	146	s101	We conclude	[]			p26	Results	FALSE	-	16620	16631	implication	f3
147	147	s101	"that the cis-SNARE complex contains Vam3p , Vam7p , Vti1p , Nyv1p , and Ykt6p and is at least pentameric for SNAREs ."	[]			p26	Results	FALSE	-	16632	16744	implication	f3
148	148	s102	Vti1p and Ykt6p Are Required for Homotypic Vacuole Fusion	[header-1]			title27	Results	FALSE	-	16745	16802	implication	f4a
149	149	s103	The above physical data establish	[]			p28	Results	FALSE	-	16803	16836	implication	f4a
150	150	s103	"that Vtilp and Ykt6p are present in a cis-complex with Vam3p , Nyvlp , and Vam7p ."	[]			p28	Results	FALSE	-	16837	16916	implication	f4a
151	151	s104	"However , we have noted ( exLink )"	[exLink]			p28	Results	FALSE	-	16917	16965	problem	f4a
152	152	s104	"that only a small percentage of the SNAREs enters the trans-complex , and thus functional criteria are needed to establish that each SNARE is part of a functional complex ."	[]			p28	Results	FALSE	-	16966	17136	problem	f4a
153	153	s105	Such experiments address the possibility	[]			p28	Results	FALSE	-	17137	17177	none	f4a
154	154	s105	"that a small percentage of the SNAREs in a tetrameric complex might be the active complex for fusion , while the fifth SNARE was present but irrelevant for function ."	[]			p28	Results	FALSE	-	17178	17342	none	f4a
155	155	s106	Three lines of evidence show	[]			p28	Results	FALSE	-	17343	17371	none	f4a
156	156	s106	that Vti1p is directly involved in the fusion reaction .	[]			p28	Results	FALSE	-	17372	17427	none	f4a
157	157	s107	"First , antibodies to Vti1p inhibit fusion to a similar extent as Vam3p antibodies"	[]			p28	Results	FALSE	-	17428	17509	none	f4a
158	158	s107	when added at different times to an ongoing reaction ( Fig. 4 A ) .	[inLink]	f4a		p28	Results	FALSE	-	17510	17574	none	f4a
159	159	s108	"Antibodies to Vti1p , Sec17p , or Vam3p were added to aliquots from a fusion reaction at several times"	[]			p28	Results	FALSE	-	17575	17675	none	f4a
160	160	s108	and fusion was continued for a total of 90 min at 27degreesC ( Fig. 4 A ) .	[inLink]	f4a		p28	Results	FALSE	-	17676	17748	fact	f4a
161	161	s109	All antibodies inhibited the reaction thoroughly	[]			p28	Results	FALSE	-	17749	17797	fact	f4a|f4b
162	162	s109	when added at the beginning .	[]			p28	Results	FALSE	-	17798	17826	result	f4a|f4b
163	163	s110	"Whereas Sec17p completes its action during the early priming step ( exLink ) , Vam3p acts at a later docking stage and thus"	[exLink]			p28	Results	FALSE	-	17827	17959	result	f4a|f4b
164	164	s110	antibodies to Vam3p inhibit at later times ( exLink ; exLink ) .	[exLink]			p28	Results	FALSE	-	17960	18051	result	f4a|f4b
165	165	s111	Antibodies to Vti1p inhibit	[]			p28	Results	FALSE	-	18052	18079	fact	f4a|f4b
166	166	s111	"the reaction in a kinetic fashion similar to Vam3p antibodies , suggesting that they may act at the same reaction ."	[]			p28	Results	FALSE	-	18080	18193	implication	f4a|f4b
167	167	s112	"Second , Vti1p function depends on vacuole mixing ."	[]			p28	Results	FALSE	-	18194	18243	fact	f4a|f4b
168	168	s113	Vacuoles from the two tester strains were incubated in the presence of ATP in separate tubes .	[]			p28	Results	FALSE	-	18244	18337	method	f4a|f4b
169	169	s114	"At the indicated times , aliquots from each tube were mixed in the absence or presence of antibodies to Vam3p , Vti1p , or Sec17p ."	[]			p28	Results	FALSE	-	18338	18465	method	f4a|f4b
170	170	s115	"Of these three proteins , only Sec17p function can be fulfilled early in the reaction ( Fig. 4 B ; exLink ) ."	"[inLink, exLink]"	f4b		p28	Results	FALSE	-	18466	18582	result	f4b
171	171	s116	"The reaction remains sensitive to antibodies to Vam3p and Vti1p ,"	[]			p28	Results	FALSE	-	18583	18647	result	f4b|f4e|f4d
172	172	s116	showing that the completion of the function of these proteins depends on vacuole contact .	[]			p28	Results	FALSE	-	18648	18737	implication	f4b|f4e|f4d
